datetime,GISP2,EPICA Dome C CO2
-33410-08-17 23:54:55,,203.62
-33387-01-11 10:07:16,,204.47
-33374-01-11 13:41:14,-41.76,
-33332-04-30 07:34:03,,205.38
-33282-01-11 20:27:44,-38.63,
-33216-03-24 21:16:03,,203.6
-33197-01-11 10:32:52,-38.1,
-33140-06-05 08:12:02,,198.78
-33112-01-11 00:37:59,-38.63,
-33022-01-10 19:46:57,-38.18,
-32934-01-11 03:18:23,-38.88,
-32917-03-25 07:17:10,,203.09
-32876-06-06 06:46:20,,202.8
-32842-01-11 10:04:52,-39.73,
-32761-06-06 03:14:27,,197.16
-32745-01-10 21:55:12,-40.01,
-32698-03-25 08:16:58,,198.89
-32670-01-11 01:52:40,,200.29
-32653-06-06 07:01:12,,199.49
-32641-01-11 02:26:53,-39.5,
-32607-02-15 20:39:49,,199.65
-32546-01-11 02:39:41,-40.43,
-32427-01-10 22:22:52,-41.59,
-32385-08-18 06:00:18,,196.2
-32363-03-24 11:33:40,,196.27
-32301-03-24 11:57:10,,195.79
-32296-01-11 15:51:15,-41.84,
-32241-09-23 15:37:31,,194.89
-32170-01-11 04:15:47,-42.05,
-32115-10-29 16:36:57,,195.93
-32042-07-12 19:12:15,,195.41
-32038-01-11 03:32:56,-40.86,
-32007-01-10 15:44:41,,196.47
-31976-02-16 16:31:19,,194.47
-31958-07-12 03:28:37,,194.46
-31936-04-29 10:11:43,,195.27
-31906-01-10 02:50:05,-41.21,
-31891-01-10 18:01:34,,195.63
-31809-12-05 07:54:18,,200.03
-31771-01-10 19:33:31,-41.23,
-31637-01-11 06:28:12,-39.8,
-31606-09-23 10:44:05,,197.8
-31542-08-17 10:10:15,,197.13
-31505-01-10 05:45:21,-38.22,
-31468-07-11 19:44:05,,196.9
-31369-01-11 04:17:33,-38.8,
-31232-01-11 08:38:32,-39.11,
-31199-09-23 00:31:57,,197.65
-31094-01-10 18:48:16,-40.11,
-31059-01-10 06:15:05,,196.33
-30963-01-10 12:16:39,-43.05,
-30931-02-15 18:52:03,,196.7
-30864-12-05 04:58:24,,199.3
-30827-01-10 10:48:51,-42.55,
-30765-12-05 04:26:15,,195.94
-30728-03-23 11:26:28,,195.08
-30688-01-11 02:47:22,-42.23,
-30645-06-05 15:03:49,,194.43
-30562-12-05 08:25:48,,194.61
-30556-01-11 02:04:30,-42.24,
-30485-03-25 07:56:40,,194.11
-30422-01-10 12:59:11,-41.61,
-30412-10-29 03:45:52,,195.25
-30358-02-15 13:35:06,,192.47
-30295-01-10 07:12:30,-38.93,
-30201-06-05 03:56:02,,196.91
-30198-07-12 09:57:12,,196.42
-30173-01-10 20:21:59,-37.66,
-30130-06-05 08:38:26,,193.91
-30077-02-16 14:58:25,,193.33
-30053-01-10 21:53:56,-38.35,
-29984-02-16 03:33:40,,192.51
-29938-01-09 18:22:03,-39.26,
-29869-08-17 14:56:11,,192.93
-29843-12-04 11:48:44,,193.71
-29818-01-09 19:54:00,-39.69,
-29693-01-11 02:29:46,-40.51,
-29575-12-04 09:38:05,,189.95
-29571-01-09 15:39:15,-41.79,
-29445-01-10 04:03:48,-41.75,
-29407-08-16 12:26:11,,188.48
-29317-01-10 04:05:53,-41.47,
-29190-01-09 22:19:12,-42.14,
-29156-10-28 08:36:16,,188.0
-29058-01-09 21:36:20,-41.61,
-28926-01-09 20:53:29,-42.24,
-28826-04-29 15:54:44,,190.33
-28795-01-09 14:21:52,-42.2,
-28763-01-09 08:22:23,,187.14
-28669-01-10 02:46:24,-41.14,
-28579-03-23 23:05:07,,182.94
-28548-01-10 10:07:07,-41.22,
-28451-07-11 12:51:50,,184.3
-28413-01-10 02:50:34,-41.72,
-28363-04-28 19:13:30,,185.99
-28328-02-15 05:30:34,,186.52
-28283-01-09 14:30:11,-41.42,
-28232-04-28 12:41:53,,188.48
-28152-01-10 07:58:33,-42.59,
-28152-07-10 22:52:56,,188.25
-28049-01-10 06:41:29,,191.57
-28017-01-10 00:42:00,-42.41,
-28003-12-04 03:18:37,,191.38
-27890-01-09 18:55:19,-42.35,
-27888-03-23 07:42:36,,190.97
-27793-03-24 07:55:23,,191.28
-27756-01-10 05:49:59,-42.29,
-27732-10-28 05:59:23,,189.77
-27660-10-28 16:30:34,,189.24
-27598-01-09 12:15:03,-42.23,
-27461-10-28 21:15:03,,189.21
-27449-01-09 14:21:13,-41.68,
-27417-12-04 01:35:38,,189.83
-27374-02-15 06:53:34,,191.01
-27327-01-09 03:30:42,-41.28,
-27300-06-04 18:46:54,,192.39
-27256-09-22 00:17:15,,188.1
-27201-04-29 05:39:53,,192.26
-27199-01-09 03:32:47,-41.95,
-27083-01-09 05:49:40,-40.22,
-27059-02-14 13:54:56,,192.87
-26999-06-04 16:25:32,,193.26
-26991-01-09 12:36:10,-37.88,
-26953-04-29 07:13:55,,192.69
-26893-01-10 06:15:15,-38.18,
-26892-02-16 00:38:54,,193.89
-26801-01-09 13:01:45,-38.46,
-26775-09-21 12:13:49,,193.8
-26699-01-09 05:55:54,-39.97,
-26677-08-16 17:18:01,,192.82
-26628-08-15 14:07:34,,193.1
-26590-01-09 15:31:26,-41.48,
-26477-02-15 12:56:53,,189.65
-26467-01-09 10:29:41,-40.41,
-26464-02-15 16:30:51,,189.16
-26420-04-28 09:26:19,,192.63
-26337-01-08 22:09:17,-41.64,
-26322-06-03 15:40:17,,191.59
-26265-12-04 01:54:21,,191.82
-26193-01-09 19:11:38,-41.31,
-26148-09-21 08:50:15,,189.96
-26037-01-09 13:59:10,-41.07,
-26024-10-27 22:12:08,,189.29
-25978-12-03 14:10:15,,188.99
-25935-01-08 06:53:19,,189.28
-25917-08-15 19:00:22,,190.58
-25894-01-09 05:12:44,-39.57,
-25871-04-28 08:38:59,,187.59
-25786-01-09 08:59:29,-36.99,
-25769-06-04 14:08:01,,189.3
-25765-12-04 04:17:28,,190.61
-25737-01-09 05:49:02,,192.71
-25712-09-20 23:12:20,,191.46
-25683-01-09 07:42:25,-37.91,
-25637-08-16 14:34:55,,191.95
-25600-04-27 23:54:38,,191.53
-25571-01-08 10:44:14,-38.77,
-25553-03-22 20:31:46,,191.23
-25492-02-15 02:31:38,,191.95
-25431-01-08 08:31:30,-40.91,
-25331-12-03 07:02:01,,190.06
-25289-01-09 17:56:19,-40.52,
-25221-10-28 09:51:26,,194.93
-25157-01-08 17:13:27,-40.57,
-25135-03-22 02:16:04,,186.27
-25092-01-09 11:03:16,,187.39
-25030-01-08 11:26:46,-41.01,
-25005-02-14 01:20:48,,188.08
-24908-03-22 01:46:00,,186.43
-24904-01-08 23:51:19,-39.81,
-24780-01-09 00:38:20,-40.85,
-24754-04-27 21:30:53,,185.44
-24659-01-08 07:59:03,-41.01,
-24588-12-03 05:55:20,,185.51
-24525-01-08 18:53:43,-40.56,
-24511-04-27 18:01:05,,186.01
-24386-01-08 10:52:14,-40.87,
-24365-01-08 12:56:19,,183.77
-24305-07-09 16:36:41,,184.57
-24254-01-08 10:09:22,-40.53,
-24122-01-08 09:26:31,-40.36,
-24066-01-08 22:57:26,,184.52
-23985-01-08 13:47:29,-41.57,
-23843-01-07 23:12:18,-40.61,
-23836-01-08 15:53:40,,186.54
-23712-01-08 16:40:41,-41.77,
-23594-06-03 08:54:36,,183.38
-23575-01-07 21:01:39,-42.18,
-23438-01-08 01:22:38,-41.01,
-23402-12-02 11:52:06,,182.66
-23306-01-08 00:39:46,-40.86,
-23214-06-03 09:45:46,,180.69
-23176-01-08 12:19:23,-41.06,
-23049-01-08 06:32:42,-40.05,
-22922-01-08 00:46:00,-41.18,
-22792-01-08 12:25:37,-42.1,
-22694-06-03 08:24:13,,180.57
-22665-01-08 06:38:56,-42.01,
-22543-01-07 19:48:25,-40.8,
-22413-01-08 07:28:02,-40.9,
-22320-03-20 21:13:02,,186.73
-22279-01-07 18:22:42,-41.71,
-22165-01-08 09:02:03,-41.9,
-22128-04-26 21:51:02,,184.68
-22050-01-08 05:30:10,-42.74,
-21946-01-07 10:01:52,-42.02,
-21924-03-20 19:04:28,,183.13
-21826-01-07 11:33:49,-41.93,
-21706-01-07 13:05:46,-41.91,
-21651-07-09 11:42:17,,187.99
-21578-01-07 13:07:50,-41.58,
-21496-10-26 14:25:41,,186.78
-21456-01-08 02:17:19,-40.08,
-21409-08-14 14:58:36,,193.53
-21353-01-08 01:00:15,-38.31,
-21327-04-26 21:52:48,,197.67
-21259-01-07 19:24:16,-40.48,
-21235-01-07 14:54:40,,188.6
-21158-09-19 22:33:48,,190.08
-21145-01-07 10:03:37,-40.62,
-21064-03-21 02:03:26,,190.53
-21044-01-07 21:09:01,,189.4
-21040-01-07 20:24:05,-40.36,
-20938-01-07 13:18:14,-39.16,
-20884-06-02 17:31:07,,186.13
-20827-01-07 10:31:17,-40.69,
-20800-09-19 15:32:07,,190.01
-20719-01-06 14:18:02,-40.74,
-20701-03-21 00:05:35,,188.49
-20655-12-01 19:32:58,,185.21
-20607-01-06 17:19:52,-40.72,
-20601-12-01 21:26:21,,184.68
-20493-01-08 07:59:13,-40.26,
-20398-06-02 10:31:31,,187.02
-20372-07-08 06:14:19,-40.94,
-20343-10-25 20:33:10,,187.22
-20281-02-16 20:32:01,,191.27
-20264-07-08 10:01:04,-39.8,
-20151-07-08 18:51:39,-40.53,
-20106-06-05 19:30:45,,187.38
-20048-07-08 17:34:34,-40.96,
-19964-05-21 14:17:36,,190.78
-19928-01-07 04:12:08,-40.76,
-19841-06-05 23:53:48,,187.96
-19805-01-06 23:10:23,-40.71,
-19683-01-07 12:19:52,-41.25,
-19613-03-03 06:05:49,,185.23
-19568-01-07 08:47:59,-40.87,
-19461-01-07 06:45:59,-40.96,
-19396-11-02 12:33:46,,187.24
-19357-01-07 11:17:40,-41.38,
-19263-04-26 19:26:19,,190.05
-19251-01-07 03:26:53,-41.24,
-19149-01-06 20:21:03,-40.53,
-19118-04-29 13:56:55,,188.4
-19048-01-07 07:26:26,-40.56,
-19015-08-02 11:46:31,,190.87
-18938-01-06 22:50:43,-40.81,
-18879-08-18 00:56:41,,192.66
-18842-01-07 04:52:17,-39.71,
-18733-01-06 14:27:48,-40.05,
-18717-07-11 18:01:56,,187.76
-18633-01-06 19:44:25,-38.94,
-18587-03-21 00:17:25,,193.93
-18538-01-06 19:57:13,-39.49,
-18458-06-02 07:18:01,,189.99
-18437-01-07 07:02:36,-39.15,
-18343-01-06 01:26:38,-40.56,
-18264-09-15 05:03:49,,190.47
-18245-01-06 19:05:44,-40.45,
-18156-01-07 08:25:55,-39.98,
-18069-04-26 23:53:13,,193.72
-18063-01-06 21:01:11,-39.63,
-17966-01-06 08:51:31,-39.51,
-17934-02-18 22:45:53,,196.06
-17870-01-06 14:53:04,-40.11,
-17842-10-29 05:57:01,,193.6
-17773-01-07 02:43:24,-39.15,
-17680-07-11 21:52:32,,191.42
-17670-01-07 01:26:19,-40.15,
-17619-11-12 20:49:51,,188.95
-17572-01-06 19:05:25,-39.01,
-17493-04-15 13:04:07,,191.52
-17478-01-06 13:29:26,-39.62,
-17394-01-06 21:45:48,-39.92,
-17333-11-09 11:37:30,,191.58
-17305-01-06 11:06:00,-39.29,
-17222-01-06 13:33:36,-38.71,
-17203-03-23 20:49:24,,191.09
-17138-01-05 21:49:57,-39.02,
-17045-01-06 10:25:13,-39.33,
-17044-03-12 10:04:46,,192.71
-16939-01-06 02:34:26,-39.26,
-16917-02-08 07:22:41,,188.5
-16886-11-13 09:35:30,,188.44
-16854-05-18 04:21:08,,192.97
-16831-01-06 06:21:12,-39.33,
-16798-12-19 05:41:49,,191.27
-16728-08-12 08:33:23,,193.9
-16727-01-05 10:52:53,-39.28,
-16633-01-28 03:13:50,,188.57
-16622-01-05 21:13:20,-39.81,
-16570-01-10 03:08:40,,187.67
-16537-06-05 05:17:28,,187.09
-16526-01-06 03:14:54,-39.39,
-16508-03-08 14:03:59,,187.45
-16473-08-03 03:50:18,,188.47
-16442-11-09 06:48:14,,188.21
-16420-01-06 19:24:07,-39.72,
-16411-08-31 09:29:43,,188.73
-16375-08-16 12:07:21,,187.12
-16346-03-16 03:03:05,,189.03
-16329-01-05 20:21:51,-39.94,
-16315-05-02 02:48:11,,188.52
-16283-11-01 11:43:05,,188.88
-16252-03-23 04:46:05,,185.65
-16228-01-06 07:27:14,-39.39,
-16224-11-08 01:59:16,,189.01
-16190-04-04 04:08:04,,184.88
-16161-05-21 16:15:37,,188.59
-16132-05-31 15:48:18,,188.64
-16128-01-06 12:43:52,-40.46,
-16101-12-04 10:33:56,,187.73
-16075-07-26 06:00:18,,187.79
-16043-12-22 17:59:49,,188.96
-16031-01-06 00:34:11,-39.3,
-16016-03-08 17:56:58,,188.66
-15986-01-09 13:48:09,,188.54
-15958-11-08 12:11:05,,191.72
-15932-01-06 00:02:03,-39.34,
-15931-01-05 05:50:49,,190.26
-15905-05-31 15:18:15,,189.52
-15876-08-01 18:03:45,,191.21
-15848-06-11 09:36:23,,187.25
-15833-01-05 23:29:54,-40.34,
-15820-04-21 01:09:01,,191.7
-15794-04-07 17:38:59,,190.41
-15768-12-18 16:51:02,,189.52
-15742-01-06 00:27:38,-40.36,
-15742-10-21 13:27:10,,191.52
-15716-12-14 15:27:24,,194.38
-15688-02-19 22:14:52,,193.21
-15662-01-06 09:28:56,,195.79
-15650-01-06 07:14:08,-40.22,
-15637-10-07 09:09:40,,196.96
-15612-07-21 17:39:35,,192.62
-15585-06-04 19:02:56,,192.37
-15561-02-22 08:07:40,,191.59
-15560-01-06 02:23:05,-39.86,
-15536-09-21 05:37:06,,191.48
-15511-01-08 14:52:07,,193.0
-15485-01-17 05:19:01,,190.76
-15470-01-05 21:32:03,-40.53,
-15461-12-26 08:41:15,,191.89
-15436-09-17 19:14:14,,193.02
-15411-07-06 19:23:39,,190.5
-15386-01-06 05:48:25,-39.91,
-15362-02-22 12:52:09,,194.65
-15338-02-11 09:24:04,,195.88
-15296-01-07 00:57:23,-39.97,
-15287-10-07 03:37:51,,198.29
-15223-01-05 17:17:19,-40.19,
-15214-04-25 11:20:50,,198.63
-15142-03-01 02:59:42,,202.1
-15139-01-05 01:33:41,-40.76,
-15054-01-05 15:38:49,-40.92,
-15045-03-30 20:05:55,,204.32
-14979-03-08 21:47:34,,202.93
-14972-01-06 12:17:38,-40.81,
-14920-09-10 11:18:39,,205.19
-14897-01-06 16:15:07,-40.01,
-14848-06-18 21:41:36,,205.53
-14825-01-06 02:46:17,-39.57,
-14784-06-25 17:01:37,,210.25
-14752-01-05 19:06:13,-40.38,
-14706-02-17 18:23:19,,213.15
-14674-01-05 16:29:59,-40.68,
-14640-01-02 06:28:33,,208.46
-14604-07-02 14:38:31,,208.65
-14603-01-04 21:12:23,-40.63,
-14560-01-31 20:45:45,,207.95
-14523-12-25 13:03:59,,213.94
-14522-01-05 12:02:27,-41.25,
-14509-08-20 02:24:39,,217.19
-14482-09-11 13:18:16,,211.79
-14461-04-22 04:42:20,,212.95
-14442-02-15 01:18:07,,209.51
-14441-01-06 02:52:31,-40.12,
-14425-02-15 04:07:08,,211.21
-14405-10-14 01:48:39,,214.83
-14388-10-05 21:18:42,,212.43
-14368-07-31 23:43:15,,214.6
-14360-01-05 17:42:35,-40.13,
-14347-01-19 11:54:30,,212.84
-14329-04-10 05:01:01,,214.22
-14311-04-13 05:18:18,,218.56
-14291-06-15 03:44:55,,220.49
-14286-01-05 15:51:17,-40.34,
-14273-01-20 10:03:12,,223.24
-14259-04-21 02:53:07,,227.32
-14238-07-21 12:24:24,,221.49
-14217-04-21 07:01:18,,226.19
-14211-01-04 19:48:45,-40.16,
-14202-10-20 13:07:10,,224.86
-14165-11-16 01:47:56,,222.41
-14133-01-05 17:12:31,,224.24
-14127-01-05 04:05:07,-40.2,
-14084-03-26 22:30:48,,224.48
-14065-05-06 17:11:43,,222.39
-14049-01-13 08:47:52,,224.41
-14046-07-11 01:29:03,,223.72
-14045-01-06 00:43:57,-40.0,
-13987-06-29 09:27:48,,223.77
-13971-10-05 21:14:14,,223.51
-13958-01-05 02:26:37,-41.24,
-13895-01-23 14:56:19,,222.36
-13879-01-05 05:39:09,-41.13,
-13818-05-01 21:17:29,,224.86
-13796-01-06 08:06:45,-40.63,
-13755-03-22 23:15:24,,222.16
-13712-01-05 16:23:06,-40.5,
-13700-08-01 18:39:06,,222.76
-13630-01-05 13:01:56,-40.6,
-13597-08-12 16:20:29,,223.53
-13547-01-04 15:29:32,-39.55,
-13513-01-30 10:44:00,,223.27
-13472-01-05 19:27:00,-39.33,
-13461-12-07 11:56:18,,224.74
-13433-03-01 01:01:12,,225.39
-13396-10-09 19:14:18,,228.92
-13387-01-05 09:32:08,-39.39,
-13371-01-27 04:29:19,,227.64
-13331-04-09 22:09:44,,225.77
-13304-01-05 11:59:44,-39.43,
-13294-07-29 10:58:42,,228.27
-13269-02-18 19:20:24,,230.18
-13232-11-26 00:05:18,,227.84
-13226-01-05 09:23:30,-39.29,
-13207-06-29 07:25:28,,228.81
-13184-06-25 05:27:36,,229.67
-13154-01-04 19:54:40,-38.68,
-13146-03-15 03:55:04,,234.47
-13123-06-25 00:02:21,,228.99
-13086-01-05 07:10:47,-38.82,
-13085-03-26 21:28:16,,225.38
-13062-07-14 00:54:31,,228.37
-13038-10-02 04:53:39,,227.65
-13027-07-13 12:21:21,,229.79
-13013-01-04 23:30:43,-39.71,
-13004-05-08 08:12:11,,228.89
-12980-12-28 21:49:47,,228.47
-12966-02-07 05:38:07,,228.36
-12955-10-20 13:38:41,,228.72
-12944-01-05 16:35:35,-40.18,
-12943-07-21 03:56:41,,230.63
-12931-05-09 00:32:07,,227.85
-12920-10-31 00:03:58,,232.22
-12908-06-25 01:47:05,,233.17
-12895-03-30 13:33:21,,227.87
-12885-04-07 06:59:59,,228.4
-12873-08-16 16:26:44,,226.51
-12872-01-06 03:06:45,-39.97,
-12861-05-28 05:43:12,,227.58
-12850-11-15 13:35:33,,228.5
-12838-03-08 10:56:06,,227.79
-12827-09-25 00:04:21,,227.39
-12814-08-08 16:04:58,,224.64
-12809-06-29 16:54:26,,227.9
-12800-01-05 13:37:55,-38.97,
-12794-10-27 20:49:01,,231.48
-12781-02-17 23:58:20,,234.54
-12769-11-22 11:44:35,,230.53
-12757-01-19 14:12:49,,228.18
-12747-04-27 15:06:39,,228.91
-12737-08-22 22:17:55,,237.49
-12726-11-21 21:41:32,,234.34
-12723-01-04 05:12:55,-39.87,
-12715-12-02 12:36:26,,233.42
-12703-10-01 08:10:20,,234.62
-12696-10-23 22:48:37,,238.12
-12681-01-05 09:21:06,-37.63,
-12680-01-09 06:49:21,,240.1
-12670-08-15 20:26:17,,237.97
-12657-10-20 17:51:01,,237.59
-12646-07-17 10:40:46,,235.31
-12641-01-05 01:51:45,-36.66,
-12637-10-27 21:25:19,,237.97
-12626-01-30 06:39:40,,239.77
-12614-06-28 22:23:51,,239.86
-12608-01-05 01:41:02,-36.0,
-12603-01-29 20:21:17,,241.73
-12592-05-09 03:03:53,,235.83
-12582-09-18 00:53:06,,243.17
-12577-01-05 13:52:48,-35.4,
-12571-02-28 19:37:42,,241.14
-12548-10-20 03:26:32,,242.06
-12544-01-05 13:42:05,-35.23,
-12514-06-07 05:43:33,,238.61
-12512-01-05 07:42:36,-35.3,
-12494-09-25 15:43:30,,240.95
-12482-01-05 14:05:35,-35.56,
-12473-10-14 00:05:02,,242.6
-12461-05-31 18:29:11,,242.55
-12448-01-05 19:43:38,-36.18,
-12425-01-09 01:04:45,,240.33
-12413-01-05 07:10:27,-36.65,
-12405-07-14 03:53:57,,238.39
-12394-11-07 16:53:59,,242.08
-12381-01-05 01:10:59,-36.11,
-12359-05-26 19:43:51,,235.8
-12349-04-17 01:37:09,,239.04
-12346-01-04 12:37:48,-36.04,
-12324-12-27 19:00:27,,240.21
-12311-01-04 00:04:37,-36.67,
-12288-07-24 10:58:04,,236.6
-12273-01-05 04:57:44,-36.87,
-12256-06-14 00:44:13,,238.36
-12237-01-04 22:13:19,-37.38,
-12230-06-17 23:31:37,,239.36
-12207-05-30 06:55:49,,239.24
-12199-01-05 03:06:26,-37.98,
-12171-12-14 05:43:44,,236.4
-12164-01-05 14:33:15,-37.56,
-12135-07-17 05:00:19,,232.88
-12122-01-04 18:41:26,-38.54,
-12111-12-02 19:31:14,,241.27
-12073-02-25 18:43:48,,237.87
-12063-01-05 01:38:39,-39.15,
-12052-03-22 10:24:19,,235.92
-12022-01-04 23:58:04,-38.35,
-11991-10-12 17:50:22,,240.57
-11981-01-04 22:17:28,-37.67,
-11936-01-04 19:51:57,-38.19,
-11922-06-10 06:32:39,,237.95
-11894-01-05 00:00:08,-38.13,
-11878-10-24 01:39:25,,239.08
-11853-01-04 22:19:33,-37.53,
-11814-01-04 09:01:26,-37.91,
-11809-04-13 04:51:26,,241.11
-11774-01-05 01:32:05,-37.8,
-11763-03-07 19:39:48,,241.59
-11732-01-05 05:40:16,-38.07,
-11696-08-30 08:42:33,,238.55
-11684-01-05 20:41:03,-38.36,
-11651-03-15 06:00:36,,243.86
-11637-01-05 05:53:04,-38.18,
-11600-01-05 04:57:25,-37.61,
-11582-04-05 21:02:24,,235.83
-11559-01-04 03:16:50,-37.19,
-11537-04-09 10:16:22,,240.25
-11516-01-04 13:13:47,-37.81,
-11472-01-05 04:59:30,-38.0,
-11469-11-29 15:39:41,,237.83
-11428-01-04 20:45:12,-37.2,
-11378-01-04 23:23:31,-38.46,
-11355-11-11 00:01:36,,236.86
-11328-01-05 02:01:50,-38.46,
-11317-01-15 16:56:43,,240.42
-11274-01-05 03:55:12,-39.15,
-11267-10-24 01:15:35,,239.41
-11223-05-05 01:05:23,,236.91
-11217-01-04 23:14:53,-39.69,
-11179-07-24 01:19:49,,234.82
-11157-01-04 12:00:52,-40.98,
-11139-10-15 17:58:41,,241.56
-11117-06-02 22:30:30,,237.91
-11114-01-03 21:57:48,-39.27,
-11094-04-27 23:37:15,,238.86
-11072-02-03 07:21:53,,234.68
-11067-01-04 07:09:49,-38.63,
-11052-12-13 06:13:09,,239.42
-11031-02-16 20:19:15,,237.15
-11026-01-04 05:29:14,-38.44,
-11010-04-05 09:56:41,,240.71
-10990-10-13 04:25:22,,238.18
-10985-01-05 03:48:39,-38.24,
-10968-11-25 08:12:05,,238.79
-10944-08-18 12:56:18,,239.44
-10932-01-04 23:53:16,-38.76,
-10924-01-12 05:42:22,,241.24
-10903-04-19 22:32:38,,239.35
-10881-11-11 19:16:48,,242.15
-10866-01-04 23:31:50,-40.45,
-10860-09-28 01:27:02,,242.23
-10836-05-19 09:15:52,,241.5
-10813-06-07 05:14:56,,240.02
-10791-01-04 03:29:18,-40.58,
-10790-02-06 06:13:28,,247.3
-10770-03-18 06:43:09,,241.59
-10748-11-13 16:02:11,,244.24
-10724-02-09 21:31:31,,242.53
-10717-01-04 01:38:00,-40.85,
-10704-05-14 16:53:31,,243.95
-10680-02-28 19:34:40,,246.94
-10658-05-15 20:16:46,,248.09
-10640-01-04 17:13:00,-41.66,
-10637-05-30 12:58:49,,247.02
-10615-05-22 13:32:42,,244.27
-10594-04-17 03:01:54,,249.92
-10572-08-29 14:15:49,,246.74
-10562-01-04 14:36:46,-40.84,
-10546-03-03 22:08:50,,244.42
-10526-08-15 03:01:06,,246.18
-10505-03-11 03:47:14,,245.83
-10487-01-04 18:34:14,-41.34,
-10482-01-30 13:14:29,,247.67
-10460-08-18 18:19:10,,246.4
-10439-09-13 09:59:40,,243.0
-10416-09-23 22:39:45,,244.31
-10413-01-04 16:42:57,-40.14,
-10394-11-21 17:04:25,,246.97
-10372-09-23 14:25:28,,250.73
-10352-12-20 02:28:30,,248.92
-10334-01-03 19:55:29,-40.36,
-10331-03-28 13:30:00,,249.38
-10307-07-12 07:05:31,,248.95
-10283-02-02 09:38:27,,249.23
-10262-09-02 07:52:50,,249.65
-10258-01-04 05:41:43,-40.3,
-10241-08-07 20:20:31,,250.97
-10219-07-12 14:36:57,,251.42
-10197-07-06 15:10:50,,251.14
-10186-01-04 16:12:53,-40.71,
-10175-06-06 17:47:47,,253.02
-10156-10-04 20:57:27,,255.66
-10130-02-28 00:36:06,,251.03
-10116-01-04 15:06:31,-40.14,
-10109-03-18 08:57:38,,253.1
-10088-09-09 18:37:08,,248.41
-10066-02-10 06:19:42,,247.85
-10041-01-04 19:03:59,-39.57,
-10041-04-28 00:28:06,,255.39
-10020-06-17 05:45:01,,253.99
-9999-12-02 08:05:33,,248.92
-9977-01-18 21:42:59,,258.57
-9971-01-03 17:57:37,-40.7,
-9955-02-05 11:53:16,,255.9
-9934-11-02 20:39:27,,251.56
-9914-11-20 23:12:13,,253.63
-9901-01-03 16:51:16,-40.45,
-9894-09-06 02:38:18,,254.31
-9871-07-05 14:08:38,,257.17
-9853-03-22 00:41:17,,258.53
-9835-01-03 16:29:50,-40.48,
-9831-04-15 22:10:33,,258.25
-9810-10-19 06:48:31,,258.74
-9791-05-12 04:17:37,,255.89
-9770-04-16 16:45:18,,256.04
-9767-01-04 03:45:56,-40.01,
-9752-07-27 07:48:44,,253.99
-9733-03-11 03:14:46,,254.62
-9715-06-20 18:18:13,,247.55
-9702-01-03 21:35:45,-40.29,
-9698-02-03 02:06:43,,257.13
-9679-01-15 10:15:50,,266.22
-9662-09-13 14:31:02,,261.3
-9659-01-04 07:32:41,-38.72,
-9643-10-08 18:34:01,,260.7
-9627-08-07 13:22:59,,267.09
-9623-01-04 00:48:17,-36.54,
-9610-05-26 15:02:15,,262.74
-9594-05-30 03:42:00,,266.9
-9588-01-04 12:15:06,-36.46,
-9574-01-29 11:14:14,,269.51
-9558-10-12 00:18:38,,267.66
-9554-01-03 17:53:09,-36.57,
-9541-07-23 18:38:56,,267.17
-9524-01-04 00:16:08,-36.77,
-9523-03-17 07:14:39,,269.1
-9504-12-12 04:23:18,,268.87
-9491-01-04 00:05:25,-37.39,
-9486-01-29 18:45:40,,270.14
-9468-07-23 10:58:52,,264.48
-9458-01-03 23:54:42,-37.05,
-9450-02-24 01:37:40,,268.16
-9434-11-06 14:42:04,,264.84
-9420-01-04 04:47:49,-38.05,
-9390-08-22 13:38:32,,264.81
-9383-01-04 03:52:10,-38.25,
-9367-01-11 08:11:25,,264.1
-9351-01-03 21:52:42,-37.09,
-9319-01-03 15:53:13,-36.52,
-9307-06-09 14:56:23,,264.4
-9286-01-04 15:42:30,-37.11,
-9255-01-04 03:54:15,-36.42,
-9251-06-06 12:47:48,,265.3
-9236-02-21 05:54:09,,265.0
-9225-01-04 10:17:14,-35.82,
-9212-12-12 21:43:03,,264.8
-9192-01-04 10:06:32,-36.76,
-9161-01-03 22:18:17,-36.81,
-9140-05-21 19:22:54,,264.8
-9132-01-03 22:52:30,-36.56,
-9099-01-03 22:41:47,-36.67,
-9069-01-04 05:04:46,-36.4,
-9037-01-03 23:05:18,-36.53,
-9007-01-03 05:28:17,-36.04,
-9005-07-12 15:19:10,,267.6
-8977-01-04 11:51:16,-36.52,
-8949-01-04 06:36:43,-36.82,
-8918-01-03 18:48:29,-36.92,
-8889-01-04 19:22:42,-36.24,
-8886-04-09 11:55:41,,265.1
-8859-01-04 01:45:41,-36.13,
-8852-03-14 03:57:19,,266.0
-8831-01-03 20:31:08,-35.99,
-8804-01-04 09:27:50,-35.99,
-8774-01-03 15:50:49,-35.5,
-8746-01-03 10:36:16,-36.59,
-8731-07-12 00:01:07,,266.9
-8718-01-03 05:21:44,-35.61,
-8690-01-04 00:07:11,-36.52,
-8660-01-04 06:30:10,-35.49,
-8632-01-04 01:15:37,-35.65,
-8605-01-03 14:12:19,-36.05,
-8577-01-04 08:57:46,-35.51,
-8556-06-16 19:38:48,,267.5
-8549-01-04 03:43:13,-35.69,
-8521-01-03 22:28:41,-36.0,
-8494-09-17 03:29:30,-35.38,
